State,District,Population,Males,Females,Growth from1991 to 2001.,Number.of.households,Household.size..per.household.,Sex ratio of females per 1000 males,Sex ratio for age 0-6 years,Percentage.to.total.population..ST.,Religion1.Name,Religion1.Population,Religion2.Name,Religion2.Population,Religion3.Name,Religion3.Population,Population literacy,Male Literacy,Female Literacy,Population Literacy Rate,Male Literacy Rate,Female Literacy Rate,Total People Educated,Data.without.level,Below Primary School,Primary School,Middle School,Population completed 10th Grade,Population Graduates,Age from 0-4 years,Age from 5-14 years,Age from 15-59 years,Age 60 and above,Total Workers,Main.workers,Marginal.workers,Non.workers,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity Power Supply,Primary school,Middle schools,Secondary Senior schools,PermanentHouse,Semi permanent House,Temporary House
Uttar Pradesh,"District Etawah (31), Uttar Pradesh (09)",1338871,720749,618122,21.59,214222,6,858,894,0,Hindus,1233025,Muslims,95926,Others,4176,766407,475991,290416,69.57,79.92,57.38,766407,15189,167879,191208,182517,163037,46519,156367,367369,708156,106979,368609,298612,69997,970262,686,685,685,524,597,304,50,59.6,13.1,27.3
Uttar Pradesh,"District Auraiya * (32), Uttar Pradesh (09)",1179993,635762,544231,14.7,193269,6,856,894,0.01,Hindus,1089991,Muslims,83719,Buddhists,2820,680440,418605,261835,70.5,80.14,59.13,680440,10306,152325,164161,167635,145814,40118,142163,325391,622006,90433,388260,285149,103111,791733,776,764,764,406,602,269,63,44.1,20.3,35.6
Uttar Pradesh,"District Kanpur Dehat (33), Uttar Pradesh (09)",1563336,844339,718997,21.55,259937,6,852,892,0.02,NA,1410225,NA,145525,NA,3123,852350,531763,320587,66.44,76.39,54.64,852350,40379,191474,204604,204088,175786,35974,187308,426094,803574,146360,513211,377230,135981,1050125,971,965,965,526,825,240,114,32.9,30.3,36.8
Uttar Pradesh,"District Kanpur Nagar (34), Uttar Pradesh (09)",4167999,2247216,1920783,27.17,714380,6,855,868,0.05,Hindus,3448024,Muslims,653881,Sikhs,37271,2659833,1549505,1110328,74.37,80.25,67.46,2659833,126997,427139,523812,513054,722936,344813,392312,1015726,2419625,340336,1247833,1040278,207555,2920166,909,897,897,633,783,270,85,65,19.5,15.5
Uttar Pradesh,District Jalaun,1454452,786641,667811,27.17,230664,6,849,889,0.01,Hindus,1299829,Muslims,146317,Buddhists,5452,782033,509536,272497,64.52,77.39,49.21,782033,25732,166869,198625,168398,170971,51376,157483,384698,787702,124569,522881,356090,166791,931571,937,916,916,618,822,259,77,52.5,44.9,2.6
Uttar Pradesh,"District Jhansi (36), Uttar Pradesh (09)",1744931,932818,812113,23.23,289863,6,871,885,0.06,Hindus,1592741,Muslims,129785,Others,7620,958769,617507,341262,65.47,78.76,50.16,958769,35153,199330,237254,202763,203745,80467,187108,438923,984999,133901,646007,466903,179104,1098924,764,750,750,518,657,203,40,68,31.2,0.8
Uttar Pradesh,"District Lalitpur (37), Uttar Pradesh (09)",977734,519413,458321,29.98,166012,6,882,930,0,Hindus,926441,Muslims,28796,Others,19797,384491,265227,119264,49.46,63.81,32.97,384491,10069,124307,112900,73177,46384,17649,137620,267019,506848,66247,422365,289137,133228,555369,697,669,669,352,569,155,14,69.5,29.9,0.6
Uttar Pradesh,"District Hamirpur (38), Uttar Pradesh (09)",1043724,563801,479923,17.85,175948,6,851,903,0.02,Hindus,959438,Muslims,83064,Sikhs,453,490606,333921,156685,57.38,71.87,40.14,490606,14176,127621,132703,109254,81039,25732,123497,285688,546346,88193,408700,270959,137741,635024,521,512,512,345,464,189,24,41.2,58.1,0.6
Uttar Pradesh,"District Mahoba * (39), Uttar Pradesh (09)",708447,379691,328756,21.8,118970,6,866,901,0.01,Hindus,659538,Muslims,47335,Sikhs,596,305662,209207,96455,53.28,67.74,36.41,305662,9387,88463,85608,62340,44785,15048,90536,189194,370284,58433,299772,204026,95746,408675,421,403,403,172,358,99,11,48.7,50.9,0.4
Uttar Pradesh,"District Banda (40), Uttar Pradesh (09)",1537334,826544,710790,18.49,249911,6,860,916,0,Hindus,1408201,Muslims,126203,Others,884,670986,462956,208030,54.38,69.28,36.78,670986,21620,196964,177757,128951,106364,39166,202221,425496,788637,120980,619361,412443,206918,917973,682,675,675,438,590,246,35,22.1,77.1,0.8
Uttar Pradesh,"District Chitrakoot * (41), Uttar Pradesh (09)",766225,409178,357047,34.33,121827,6,873,928,0,Hindus,737219,Muslims,27168,Christians,820,392997,252633,140364,65.04,77.69,50.3,392997,45903,136948,88144,54894,52070,15028,107698,221406,379702,57419,323956,224429,99527,442269,545,524,524,270,430,135,38,25.6,73.2,1.2
Uttar Pradesh,"District FateHimachal Pradeshur (42), Uttar Pradesh (09)",2308384,1219602,1088782,21.4,390592,6,893,926,0.02,Hindus,1997175,Muslims,307047,Sikhs,1528,1062431,690826,371605,56.3,69.01,41.93,1062431,45058,276056,283399,212399,195708,49519,271406,649903,1210622,176453,869612,594435,275177,1438772,1353,1339,1339,932,1077,298,132,30,26.9,43.1
Uttar Pradesh,"District Pratapgarh (43), Uttar Pradesh (09)",2731174,1362948,1368226,23.36,438936,6,1004,935,0.01,Hindus,2345857,Muslims,374126,Buddhists,5806,1278271,812741,465530,57.6,73.99,41.54,1278271,49846,327551,337855,243357,258383,60953,329445,797541,1370305,233883,915786,578632,337154,1815388,2182,2179,2179,1717,1374,354,151,36,54.3,9.7
Uttar Pradesh,"District Kaushambi * (44), Uttar Pradesh (09)",1293154,682290,610864,26.73,217248,6,895,945,0.01,Hindus,1116223,Muslims,174698,NA,597,481756,338208,143548,46.88,61.96,29.79,481756,21421,146645,120937,81498,95162,16038,171912,386137,646011,89094,506733,325303,181430,786421,742,734,734,527,545,187,73,29.2,45.3,25.5
Uttar Pradesh,District Allahabad,4936105,2626448,2309657,26.72,740941,7,879,917,0.09,Hindus,4284834,Muslims,627735,Christians,9114,2506942,1635387,871555,62.11,75.81,46.38,2506942,152585,536398,542568,404832,616060,254138,586483,1374513,2598662,376447,1671349,1106598,564751,3264756,2802,2783,2783,2289,1733,613,214,50.7,45.5,3.8
Uttar Pradesh,"District Barabanki (46), Uttar Pradesh (09)",2673581,1416921,1256660,26.4,459077,6,887,941,0.02,NA,2072421,NA,589197,NA,3269,1023004,677728,345276,47.39,58.85,34.29,1023004,58697,283111,276581,197416,166060,40792,336184,739667,1392802,204928,983751,724352,259399,1689830,1821,1816,1815,1095,1303,241,68,37.9,12.6,49.4
Uttar Pradesh,"District Faizabad (47), Uttar Pradesh (09)",2088928,1077472,1011456,23.87,343000,6,939,944,0.01,Hindus,1778749,Muslims,304434,Sikhs,2193,960361,611451,348910,56.28,69.42,42.26,960361,28168,243946,258162,182226,186048,61532,247587,581770,1097959,161612,823717,527901,295816,1265211,1247,1227,1226,1041,917,250,95,43.6,33.3,23.1
Uttar Pradesh,"District Ambedkar Nagar * (48), Uttar Pradesh (09)",2026876,1024953,1001923,24.31,294711,7,978,942,0.01,Hindus,1689067,Muslims,332212,Sikhs,2083,954537,587052,367485,58.43,71.37,45.3,954537,34697,252500,263863,182351,166943,54150,255361,585558,1019739,166218,677980,442210,235770,1348896,1675,1666,1662,1334,996,251,93,45.2,47.6,7.1
Uttar Pradesh,"District Sultanpur (49), Uttar Pradesh (09)",3214832,1623819,1591013,24.2,507320,6,980,940,0.01,Hindus,2676468,Muslims,524642,Buddhists,4784,1448422,920508,527914,55.75,70.49,40.86,1448422,57138,385658,401426,291887,239948,72064,403689,912568,1624383,274192,1032520,679114,353406,2182312,2499,2484,2483,1955,1713,427,133,32.7,46.5,20.9
Uttar Pradesh,"District Bahraich (50), Uttar Pradesh (09)",2381072,1275351,1105721,29.55,385525,6,867,969,0.36,Hindus,1537177,Muslims,829361,Sikhs,7623,665826,468536,197290,35.16,45.58,22.78,665826,59540,202872,180251,98848,94105,30157,315586,675190,1225143,165153,844320,632957,211363,1536752,1204,1189,1189,587,936,177,67,32.1,25.2,42.7
Uttar Pradesh,"District Shrawasti * (51), Uttar Pradesh (09)",1176391,631916,544475,27.3,189968,6,862,941,0.4,Hindus,872653,Muslims,301117,Sikhs,828,318353,238366,79987,33.82,46.67,18.58,318353,33104,92362,85177,53384,44076,10077,151813,324108,610512,89958,486475,338879,147596,689916,679,672,672,352,577,67,24,39.5,27.4,33.1
Uttar Pradesh,"District Balrampur * (52), Uttar Pradesh (09)",1682350,887939,794411,23.08,256300,7,895,960,1.15,Hindus,1058676,Muslims,617675,Buddhists,2950,464587,327694,136893,34.6,45.84,21.79,464587,33743,150287,130160,68865,63201,18324,219744,486630,847571,128405,714059,501620,212439,968291,999,996,995,607,794,120,25,63.9,13.2,22.9
Uttar Pradesh,"District Gonda (53), Uttar Pradesh (09)",2765586,1451101,1314485,25.46,429606,6,906,951,0.01,Hindus,2225700,Muslims,532585,Sikhs,2699,949342,663292,286050,42.59,56.39,27.17,949342,52860,264319,263721,164966,160639,42611,346448,798870,1415014,205254,939094,697223,241871,1826492,1815,1813,1813,1065,1307,252,54,54.3,20.1,25.7
Uttar Pradesh,"District Siddharthnagar (54), Uttar Pradesh (09)",2040085,1047165,992920,26.78,307765,7,948,963,0.01,Hindus,1428543,Muslims,600336,Buddhists,7930,678900,467825,211075,42.3,56.66,27.08,678900,42382,225046,195334,96690,96297,22990,283007,604525,995999,156554,776487,493431,283056,1263598,2338,2322,2320,1066,1172,194,59,75.3,15.6,9.1
Uttar Pradesh,"District Basti (55), Uttar Pradesh (09)",2084814,1075765,1009049,22.69,315309,7,938,938,0.01,Hindus,1762973,Muslims,306540,Buddhists,10610,880827,580987,299840,52.49,67.1,36.92,880827,42684,241829,227708,158454,165101,44900,265106,597257,1052223,170228,735176,483455,251721,1349638,3156,3092,3092,1680,1192,237,117,64.9,18.3,16.8
Uttar Pradesh,"District Sant Kabir Nagar * (56), Uttar Pradesh (09)",1420226,719465,700761,23.64,209122,7,974,940,0.02,Hindus,1073646,Muslims,341154,Buddhists,3775,573384,378320,195064,50.88,66.57,34.92,573384,26910,171503,166682,96863,91256,20153,192455,423582,688764,115425,489070,295045,194025,931156,1576,1555,1551,1045,691,148,49,66.6,20.7,12.7
Uttar Pradesh,"District Mahrajganj (57), Uttar Pradesh (09)",2173878,1124290,1049588,29.27,334687,6,934,957,0.12,Hindus,1793304,Muslims,357822,Buddhists,16038,799890,569243,230647,46.61,63.92,27.93,799890,58490,245436,208643,130154,127993,29119,299646,620983,1080068,173181,850513,479400,371113,1323365,1203,1189,1188,862,859,174,68,68.6,13.6,17.8
Uttar Pradesh,"District GorakHimachal Pradeshur (58), Uttar Pradesh (09)",3769456,1923197,1846259,23.44,555775,7,960,933,0.02,Hindus,3407412,Muslims,344960,Christians,6576,1798769,1150850,647919,58.49,73.57,42.88,1798769,49969,439965,417463,344819,403787,142000,448796,1075724,1950741,294195,1136295,692824,443471,2633161,2924,2823,2823,1947,1635,453,180,69.2,21.4,9.4
Uttar Pradesh,"District Kushinagar * (59), Uttar Pradesh (09)",2893196,1473637,1419559,28.17,427910,7,963,954,0.01,Hindus,2394602,Muslims,487674,Buddhists,6880,1082779,746953,335826,46.94,63.64,29.64,1082779,44006,303093,277443,193620,213155,51110,376419,846852,1454900,215025,990123,574887,415236,1903073,1572,1561,1560,1055,1224,243,107,53,6.9,40
Uttar Pradesh,"District Deoria (60), Uttar Pradesh (09)",2712650,1355023,1357627,25.03,379407,7,1002,947,0.02,Hindus,2398395,Muslims,308731,Sikhs,2077,1288320,817900,470420,58.64,75.01,42.51,1288320,45017,320758,293746,241401,313605,73776,330521,788240,1363151,230738,773902,465463,308439,1938748,2008,1985,1985,1565,1389,336,180,68.6,15.7,15.7
Uttar Pradesh,"District Azamgarh (61), Uttar Pradesh (09)",3939916,1950415,1989501,26.28,542994,7,1020,949,0.02,Hindus,3332711,Muslims,593907,Buddhists,3894,1790357,1095253,695104,56.95,71.04,43.4,1790357,95354,481703,488064,301696,335005,88331,519565,1154556,1918831,346964,1199842,770269,429573,2740074,3792,3702,3699,3223,1753,432,169,48.7,45.6,5.6
Uttar Pradesh,"District Mau (62), Uttar Pradesh (09)",1853997,933523,920474,27.91,250586,7,986,945,0.02,Hindus,1494344,Muslims,353003,Buddhists,3398,919974,560466,359508,62.16,75.6,48.66,919974,35732,240832,230309,151200,209941,51432,242754,543147,921310,146786,599400,396864,202536,1254597,1499,1458,1458,1378,849,252,88,57.6,36.1,6.3
Uttar Pradesh,"District Ballia (63), Uttar Pradesh (09)",2761620,1413774,1347846,21.67,380008,7,953,942,0.01,Hindus,2572597,Muslims,181553,Christians,2913,1298700,825256,473444,57.86,71.91,43.16,1298700,50873,278437,290499,242750,356292,79805,330380,778794,1411492,240954,794435,504543,289892,1967185,1830,1795,1793,1550,1056,316,145,56.7,28.3,15
Uttar Pradesh,"District Jaunpur (64), Uttar Pradesh (09)",3911679,1941903,1969776,21.67,549264,7,1014,930,0.01,Hindus,3484557,Muslims,399186,Buddhists,17378,1871674,1170022,701652,59.84,76.18,44.07,1871674,130942,489839,474457,320040,353792,102382,521092,1131270,1870525,388792,1215515,789047,426468,2696164,3290,3266,3264,2726,1919,539,256,49.7,43.3,7
Uttar Pradesh,"District Ghazipur (65), Uttar Pradesh (09)",3037582,1537141,1500441,26.18,426203,7,976,934,0.01,Hindus,2722780,Muslims,300327,Buddhists,9828,1444871,914230,530641,59.55,74.87,44.03,1444871,49690,358774,339108,271095,343199,83003,393399,886044,1504660,253479,953512,647379,306133,2084070,2665,2597,2597,2283,1308,393,286,49.8,42.1,8.1
Uttar Pradesh,"District Chandauli * (66), Uttar Pradesh (09)",1643251,855123,788128,28.63,234574,7,922,936,0.02,Hindus,1470369,Muslims,168281,Sikhs,2252,785284,507557,277727,59.72,74.04,44.13,785284,22354,187013,183781,152196,190941,48931,210260,459310,846713,126968,527633,339953,187680,1115618,1419,1370,1363,927,748,231,54,46.5,47.4,6.1
Uttar Pradesh,"District Varanasi (67), Uttar Pradesh (09)",3138671,1649187,1489484,25.51,430651,7,903,919,0.02,Hindus,2627565,Muslims,497516,Christians,4499,1694405,1050613,643792,66.12,77.87,53.05,1694405,66079,397747,383652,276666,402220,167979,373306,870918,1663377,231070,982054,770799,211255,2156617,1289,1268,1268,1198,778,285,134,70,27.3,2.8
Uttar Pradesh,"District Sant Ravidas Nagar Bhadohi * (68), Uttar Pradesh (09)",1353705,705997,647708,25.47,161865,8,917,915,0.02,Hindus,1187835,Muslims,161962,Buddhists,1726,625404,426692,198712,57.9,75.76,38.44,625404,19532,174634,167649,106412,125670,31499,175907,407784,676077,93937,388634,271578,117056,965071,1097,1082,1082,971,502,154,51,55.1,41.5,3.4
Uttar Pradesh,"District Mirzapur (69), Uttar Pradesh (09)",2116042,1115249,1000793,27.62,305151,7,897,928,0.06,Hindus,1953169,Muslims,158204,Sikhs,1737,935101,622631,312470,55.31,69.59,39.26,935101,25322,257429,238563,165779,192266,55604,275677,611622,1076403,152340,714739,498926,215813,1401303,1767,1731,1726,1198,1096,207,67,43.6,52.8,3.6
Uttar Pradesh,"District Sonbhadra (70), Uttar Pradesh (09)",1463519,770897,692622,36.13,251463,6,898,956,0.03,Hindus,1375219,Muslims,79102,Christians,3149,571318,387808,183510,49.22,62.95,33.7,571318,18763,158654,149164,96190,110600,37862,200376,418296,754798,90049,537935,360180,177755,925584,1363,1342,1340,555,744,139,51,24.6,71.9,3.5
Uttranchal,"District Uttarkashi (01), Uttaranchal (05)",295013,152016,142997,22.72,55558,5,941,942,0.91,Hindus,290201,Muslims,2817,Buddhists,1239,161161,105663,55498,65.71,83.6,46.69,161161,4387,40355,40229,33196,30629,12283,33233,76490,163817,21473,135904,114842,21062,159109,682,675,656,570,557,238,97,90.9,7.5,1.6
Uttranchal,"District Chamoli (02), Uttaranchal (05)",370359,183745,186614,13.51,76121,5,1016,934,2.83,Hindus,365396,Muslims,3725,Sikhs,439,237354,138934,98420,75.43,89.66,61.63,237354,7880,51642,66405,49191,45880,16250,37744,92976,204492,35147,164729,96900,67829,205630,1166,1139,1116,883,804,274,135,94.4,5,0.6
Uttranchal,"District Rudraprayag * (03), Uttaranchal (05)",227439,107535,119904,13.44,47539,5,1115,953,0.08,Hindus,225773,Muslims,1406,NA,90,141078,80080,60998,73.65,89.81,59.57,141078,2261,33501,39973,31298,25639,8386,24685,57503,124129,21122,102033,76068,25965,125406,658,654,648,593,468,189,116,97.4,2.4,0.2
Uttranchal,"District Tehri Garhwal (04), Uttaranchal (05)",604747,295168,309579,16.15,117754,5,1049,927,0.11,Hindus,596769,Muslims,6390,Sikhs,561,337816,208251,129565,66.73,85.33,49.42,337816,4730,86479,86609,65227,71619,23069,66858,156841,328135,52913,264715,181205,83510,340032,1801,1729,1519,1275,1115,381,118,96.6,3.2,0.2
Uttranchal,"District Dehradun (05), Uttaranchal (05)",1282143,679583,602560,24.71,239975,5,887,894,7.75,NA,1086094,NA,139197,NA,33379,876441,505379,371062,78.98,85.87,71.2,876441,16937,153390,177169,149514,241917,137075,116176,296033,775669,94265,400475,336504,63971,881668,738,723,696,640,556,212,129,83.1,12,4.9
Uttranchal,"District Garhwal (06), Uttaranchal (05)",697078,331061,366017,3.87,149987,5,1106,929,0.23,NA,673471,NA,20157,NA,1915,461675,253270,208405,77.49,90.91,65.7,461675,5655,93020,117782,96994,112562,35643,70169,166780,385698,74431,269871,171647,98224,427207,3151,3070,2853,2185,1549,483,190,96.5,2.1,1.4
Uttranchal,"District Pithoragarh (07), Uttaranchal (05)",462289,227615,234674,10.92,98514,5,1031,902,4.17,Hindus,456277,Muslims,4031,Christians,1215,296362,170872,125490,75.95,90.06,62.59,296362,3921,68019,82525,65813,58872,17190,49049,114126,256621,42493,198709,124062,74647,263580,1579,1564,1496,1159,821,275,124,96.1,3.8,0.1
Uttranchal,"District Bageshwar (08), Uttaranchal (05)",249462,118510,130952,17.56,51949,5,1105,929,0.78,Hindus,247402,Muslims,1280,Christians,361,148464,85160,63304,71.29,87.65,56.98,148464,2747,38197,43314,33283,25892,5029,28599,62182,134571,24110,118844,85613,33231,130618,883,842,738,627,483,128,76,97.9,2,0.1
Uttranchal,"District Almora (09), Uttaranchal (05)",630567,293848,336719,3.14,131052,5,1146,932,0.14,Hindus,621203,Muslims,7283,Christians,959,392640,217169,175471,73.64,89.2,60.56,392640,7012,90912,112370,85177,75309,21832,67755,160994,337070,64748,292182,204649,87533,338385,2172,2165,2045,1791,1238,291,183,98.1,1.8,0.2
Uttranchal,"District Champawat (10), Uttaranchal (05)",224542,111084,113458,9.21,43902,5,1021,934,0.33,NA,216646,NA,6642,NA,626,129947,78925,51022,70.39,87.27,54.18,129947,1605,35900,39247,25803,21073,6311,27673,60021,119959,16889,90208,56165,34043,134334,656,649,574,395,347,107,37,89.4,4.5,6.1
Uttranchal,"District Nainital (11), Uttaranchal (05)",762909,400254,362655,32.88,142113,5,906,910,0.65,NA,655290,NA,86532,NA,16107,508731,294161,214570,78.36,86.32,69.55,508731,7442,105127,123772,93046,121368,57934,77157,188670,445558,51524,278947,220995,57952,483962,1091,1074,1030,992,645,278,91,84.5,5,10.4
Uttranchal,"District Udham Singh Nagar * (12), Uttaranchal (05)",1235614,649484,586130,27.79,208076,6,902,913,8.92,NA,832811,NA,254407,NA,141462,659165,402308,256857,64.86,75.22,53.35,659165,19431,175226,168433,116119,130102,49692,146913,341878,670347,76476,392156,300141,92015,843458,674,669,658,646,485,183,73,64.3,12,23.7
Uttranchal,"District Hardwar (13), Uttaranchal (05)",1447187,776021,671166,26.3,240702,6,865,862,0.22,Hindus,944927,Muslims,478274,Sikhs,17326,754948,468703,286245,63.75,73.83,52.1,754948,25424,185122,177673,133232,163777,69461,176074,390397,784181,96535,425263,353556,71707,1021924,510,494,489,444,422,120,42,77.4,9,13.6
West Bengal,District Darjiling,1609172,830644,778528,23.54,318737,5,937,961,12.69,Hindus,1237714,Buddhists,177327,Christians,99232,1008288,581420,426868,71.79,80.05,62.94,1008288,26105,293918,238539,184564,192799,71644,135457,371091,992719,109905,569442,478851,90591,1039730,640,633,554,391,472,161,90,37.6,47.8,14.5
West Bengal,District Jalpaiguri,3401173,1751145,1650028,21.52,688139,5,942,969,18.87,Hindus,2833229,Muslims,369195,Christians,147654,1810083,1082575,727508,62.85,72.83,52.21,1810083,36191,726663,450354,294751,230179,70820,349513,863702,1975720,212238,1303136,1025433,277703,2098037,742,741,732,524,700,181,128,28.4,48.3,23.2
West Bengal,District Koch Bihar,2479155,1272094,1207061,14.15,517878,5,949,963,0.57,Hindus,1871857,Muslims,600911,Others,2193,1386965,816196,570769,66.3,75.93,56.12,1386965,23424,592743,365660,210694,153907,40012,259145,644098,1398737,177175,966705,754311,212394,1512450,1138,1138,1137,583,922,184,159,14.7,56.8,28.3
West Bengal,"District Uttar Dinajpur (04), West Bengal (19)",2441794,1259737,1182057,28.72,464648,5,938,965,5.11,Hindus,1263001,Muslims,1156503,Christians,13172,923477,583960,339517,47.89,58.48,36.51,923477,34890,407587,195557,147724,107439,29145,344679,698892,1270989,127234,935524,716483,219041,1506270,1477,1465,1463,757,1044,136,108,14.6,48.4,37
West Bengal,"District Dakshin Dinajpur * (05), West Bengal (19)",1503178,770335,732843,22.11,318079,5,951,965,16.12,Hindus,1112575,Muslims,361047,Christians,22039,799479,467296,332183,63.59,72.43,54.28,799479,17380,348112,182219,130432,93373,27518,162477,377726,863876,99099,612728,471187,141541,890450,1579,1573,1573,892,998,139,133,13.3,69.1,17.7
West Bengal,District Maldah,3290468,1689406,1601062,24.77,631935,5,948,963,6.9,Muslims,1636171,Hindus,1621468,Others,22350,1332704,801770,530934,50.28,58.8,41.25,1332704,29219,581062,313521,203944,159619,44408,429488,928902,1753984,178094,1340706,967143,373563,1949762,1642,1637,1637,1126,1144,262,214,30.8,55.7,13.5
